	name	fold	tstat	pvalue	anova	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	t1_0	t2_60	t3_180	metlin	10-0	13-0	14-0	15-0	16-0	17-0	18-0	2-0	3-0	4-0	5-0	6-0	7-0	9-0	10-60	13-60	14-60	15-60	16-60	17-60	18-60	2-60	3-60	4-60	5-60	6-60	7-60	9-60	10-180	13-180	14-180	15-180	16-180	17-180	18-180	2-180	3-180	4-180	5-180	6-180	7-180	9-180
11	M316T416	1.82024948223925	2.69700171689168	0.0141163171269962	0.0730211887748735	316.339778442775	316.295075702142	316.3981946901	416.226	411.549	420.259	29	11	12	6	http://metlin.scripps.edu/metabo_list.php?mass_min=315.19&mass_max=315.49	39178574.9380381	13606420.8435922	11532658.6296362	21816379.8941458	9563928.8134772	13766149.1266773	9198961.29579642	11591382.7130328	34175632.2481194	18374418.2845663	18200986.7733248	14679046.5819542	16818830.9067386	10581911.7074459	37038406.0417189	21223187.1680156	12566201.9178668	22983488.7477765	9278103.6505923	32155511.7532424	51716179.8822681	62618502.9032747	51941746.7180569	48166908.4053925	42259991.7642957	19473855.0029101	7941900.53092048	23111875.5912518	8311169.84909156	6031379.89585074	4802152.02176776	5276582.18169904	4782462.62256385	26844197.5427764	36419909.1698345	17982438.2408317	84230214.1220172	16837021.765329	27322523.3966231	31539144.671933	2557137.49469129	6530544.83862209
12	M130T985	1.69497633924557	2.67946970339368	0.0144285384816025	0.00242826262170012	130.101091859333	130.081572131858	130.11587462463	985.211	980.269	996.934	30	10	12	8	http://metlin.scripps.edu/metabo_list.php?mass_min=128.95&mass_max=129.25	42780505.4751527	17780100.6232385	20430395.0207608	31062942.5732659	10578786.6144418	17100967.9170705	32579432.8856861	26335458.2534485	51035480.1823173	22770823.9427734	21588687.6323374	12777925.5206428	20444060.4736328	17724398.2695203	52853166.1337914	27657205.8793198	37288877.3179699	20955346.1738011	17864881.9552309	24300193.6814603	72927955.4442667	72804673.4302583	56485311.9692823	48430383.2337232	71450025.7281066	15931914.8415346	22632082.1537496	43167810.6610239	6298843.51187562	4801742.61554894	7039695.18755967	3737223.76689812	3106428.38722724	23791195.3399048	49107727.5666567	23545672.0874258	33623558.9821886	22740869.4325621	38024362.1129717	39832023.8280009	4962896.95606289	8953871.91167165
13	M258T282	2.07926093810391	2.68134980904377	0.0148044575507604	0.000837023310277779	258.12143488991	258.067435052077	258.21644619807	281.967	243.33	290.7	33	10	13	4	http://metlin.scripps.edu/metabo_list.php?mass_min=256.97&mass_max=257.27	23354838.6082938	9541785.09990475	7051517.79529387	21141306.8125012	4892614.82611328	15344431.6584047	7306486.48550391	4038269.24245943	34798383.6612393	9971861.41749975	9169912.94469978	7531694.24932088	13956488.9027324	11028886.2399885	24434230.9767187	11205772.6587359	11867951.8973596	33133534.3139553	3367158.58435122	26369458.0355538	54636563.8787109	53880499.8168336	44166369.0036917	40016620.3908774	17603695.1314551	8818420.57935835	7701364.79221695	35253207.0310568	1618804.69717689	4565086.04856993	2099432.31287109	2338414.71025996	834273.62358648	12125654.6359447	22983349.9912809	5327281.17591308	25084958.4974521	6311413.56077331	15052169.7346371	16783804.9903116	1149783.8087687	1744849.88491635
14	M560T583	2.45458062826715	2.63439747058149	0.0169666934752613	0.0447821289206747	560.380608458812	560.341851592267	560.438661474977	582.562	581.051	588.104	22	6	11	5	http://metlin.scripps.edu/metabo_list.php?mass_min=559.23&mass_max=559.53	23489573.5447931	3281864.35437624	6763299.38038542	18257580.7138533	4956422.76794816	3339057.29992169	16625686.2495221	1413091.91656783	7746945.47469997	4451473.08583051	2994159.18844432	1565284.3860424	12537636.4911759	9724614.92306398	28285508.8769063	11350700.2597073	16363581.7449766	19191872.6617974	6656120.72450805	18683939.2536379	68411917.0235973	27188464.9984586	18389018.8831045	20499395.2213954	20488504.0587703	3167543.31217395	4696566.00922193	24172862.3630694	2754036.23754903	2439772.15631236	2106661.81335379	2300276.64869585	2101912.28052687	27558048.7488843	49979149.0816019	3193816.02977789	26001879.2073455	4414873.21236929	17395629.8827997	12091955.6738813	1566655.2628324	2731272.4796412
15	M464T491	1.93271782061001	2.59423962998184	0.0177727880457053	9.99204835605705e-05	464.35489431408	464.347374239053	464.440516649037	491.139	458.288	494.929	8	1	7	0	http://metlin.scripps.edu/metabo_list.php?mass_min=463.2&mass_max=463.5	39916444.1065968	28470650.7366185	1574357.53745312	9880460.9977225	13479450.1674896	11339223.6724609	17437076.3217253	7432100.99198899	36549016.1192462	16331131.6862864	17080793.6283633	16498937.5340055	25069475.9621163	12583311.6108574	61000967.9848087	42505972.4710834	3178866.25327149	15595463.6606042	6193463.91744791	50822640.1377615	26584033.1298076	69602422.1477726	38718416.0355249	39195293.390773	64850545.5739084	17812412.7048899	40816222.1338193	13342527.0560278	2390943.5461901	1306570.27951563	1308569.11660547	4495163.69243327	2078432.88705395	7505028.89967187	9367365.21352864	8206575.23912697	19155824.0257946	8680857.88785263	16957776.5549434	26792016.907066	6123181.99241836	971818.023621093
16	M579T552	2.3494190862828	2.60499589025818	0.0185116314861258	0.0222450071639468	579.33111008974	579.278391109017	579.347433468179	552.056	548.383	558.185	17	4	9	4	http://metlin.scripps.edu/metabo_list.php?mass_min=578.18&mass_max=578.48	10131087.0499582	2888235.09464101	4724887.23109549	11089478.6257071	3516485.74330816	4049799.76030325	15151257.1428797	1441630.37395313	7880874.05517074	3477475.51838562	1636233.53219634	1557576.24507394	7565022.23772977	5626015.98584497	7936463.8371593	7273215.50896872	7838562.49785228	14468161.6005825	5421129.7354527	15459647.1133034	41986284.1114094	16995504.4429923	26656154.1973444	15934296.9318165	12601787.3495218	1740000.1079033	4244607.88773321	11127021.6952303	1596559.30540139	2230075.23320457	1990028.64014861	2451337.12077799	2148800.32874583	13222176.2348736	24742712.052304	2057784.40268574	20964308.0273373	2520708.28772124	7361976.77035598	5780223.55008189	1303088.96893634	3498451.23516964
17	M400T479	1.86046097223215	2.5643146004536	0.0201791715990804	0.00596282088892339	400.374241739943	400.349312613374	400.424970990122	478.74	469.186	483.083	25	6	13	6	http://metlin.scripps.edu/metabo_list.php?mass_min=399.22&mass_max=399.52	16109393.7559244	23417618.7070903	20100636.7891679	7416342.92784109	10798523.5774851	13259987.4155673	22649146.9542375	8278863.68999086	34054515.549903	17072985.6555289	10018141.3058594	9325423.74598844	21538318.2956462	14271377.8015498	23239167.4786963	44161027.9498524	18110088.7455563	21223504.54125	13276613.8087486	17117759.5592208	38745125.9835884	56580583.1828444	36529148.5142522	76764686.3264987	36466495.5430451	12477967.599158	12995959.6784018	17076089.927	8444657.45328044	6977963.35270579	6944663.17927735	7552998.22074884	8272259.74943422	21343695.4427156	31127221.9148891	9787082.51409353	43698698.490839	13521440.3807102	15060723.3281434	16516215.8137662	6159341.10101624	7572317.19541488
18	M120T145	1.88844915277066	2.49548220561145	0.0203672814604263	4.8217116481526e-05	120.073529860575	120.058332298891	120.124756896067	144.5855	141.068	198.602	28	11	13	3	http://metlin.scripps.edu/metabo_list.php?mass_min=118.92&mass_max=119.22	16882961.5218547	6915801.37696598	4516933.67379018	17109930.4872887	3348155.93181663	7997712.39440303	12762610.0468127	2054392.74531655	17958733.378203	4935150.95383481	3288561.49276091	2801648.771062	5523999.3668255	4084901.50092074	14606524.371478	10758648.8844485	6387049.84854492	23466000.8454074	4633630.88970766	15228393.7317625	30985030.1398828	22033247.737403	27588606.3886164	14850993.2323986	16934314.5453125	5211069.39683397	2501761.77670631	12886876.5304651	935508.201830753	657824.00973592	426980.476845655	1238640.84018608	923720.382317533	4155337.55426582	9716058.07400977	1591318.37330138	8667429.41138914	897725.356676111	2376572.37044605	6048259.05837609	301171.516958467	352758.797852099
19	M203T921	1.47139014169133	2.44902097961693	0.0224175228559487	0.000587267132103347	203.130974174826	203.115860716099	203.15038536716	921.1995	913.313	931.066	42	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=201.98&mass_max=202.28	76523577.5980607	154639949.774729	101581313.829848	103593081.881448	97080456.4304608	69120954.0610715	64296678.3246562	50182604.2711572	113870603.045001	165972924.248938	187150895.104688	117450968.822838	203653783.385336	110490056.720154	102831636.568566	187649905.44508	144090371.334785	160612293.41208	53115597.7271377	138660286.59626	116808628.028528	257419029.097987	228737623.544001	242377165.595422	309721587.951939	138356170.879956	129615035.139595	167194128.326936	29944206.7201083	26239716.5156354	27244234.4078948	23741227.5382963	15096897.8644341	90724057.2499697	52099852.7066638	92946333.2217449	157836211.60976	115242588.964677	164883251.975643	190443694.362942	13186224.469724	37675878.5474668
20	M100T655	1.44300420439203	2.41320697591509	0.0240019763803465	0.000635047888089613	100.178681047557	100.163627688312	100.246809977747	654.535	598.372	660.324	33	12	13	6	http://metlin.scripps.edu/metabo_list.php?mass_min=99.03&mass_max=99.33	6125729.41840739	8046580.05779869	4052878.22997387	10348866.9515841	3506093.25041789	5290540.65606048	8322621.4442131	1896946.51376187	4838698.7831163	4521751.86013367	3956048.96234216	5323333.07702698	6551713.18092958	8326907.45162851	6677179.42069271	9797281.0806856	5961910.23466349	8620172.63969336	3101274.34774232	8273314.98297478	15084856.2121227	11838606.1798702	6867128.90513493	9456194.6905021	8380715.69920278	6460964.65444597	4140165.21483119	12380445.0456114	1130409.04989163	1343561.79599025	1160282.52758496	1257677.91083593	758855.445969432	6536237.40377358	10357120.6979916	2132576.00167266	4554499.94670537	3489275.39082265	4069581.14490829	10504896.0100865	646778.219535933	1716642.70505237
21	M137T247	3.91884623674765	2.47998123284571	0.0262714150856815	0.0101255271159113	137.03703239345	136.987888928324	137.051960204023	246.891	245.352	253.537	42	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=135.89&mass_max=136.19	97560226.2574052	28309649.861394	41404085.8481105	88731687.0959827	24198726.4568201	38612345.9749145	64121469.2672306	52588130.0856005	321812734.76379	54843508.8684622	60936113.3128367	85495495.5937993	70506095.3134111	84049270.5185521	148467641.100289	55928158.5960773	79841888.4948977	229007713.615931	74952928.1593813	125740819.486378	555600819.267037	1324477273.90346	642984644.438695	262571100.521697	185134877.539203	143859384.569206	134475383.236434	399297626.699094	28387930.169069	14095782.7704431	13608411.6950405	22022042.1795176	9181636.75437713	99203012.1549225	300677671.114446	185823815.164531	250145810.364968	72021106.647516	71121963.3578812	285167226.571641	7742375.91698435	24515541.0578428
22	M298T347	1.714891202212	2.33779074477616	0.0284089147648423	0.00145823709356625	298.159741963946	298.107642972976	298.239779960796	346.951	341.224	391.642	32	12	12	7	http://metlin.scripps.edu/metabo_list.php?mass_min=297.01&mass_max=297.31	55436835.4276766	17096576.7777931	23998192.7890857	45772313.0766715	11662993.094308	32719490.6255762	46561379.3328842	5498422.94766247	66834882.9160455	11119446.4687278	16859827.5418991	7004768.25632093	48342438.4106869	38408451.6790705	47430328.6750541	41766563.914869	29634771.9594514	38207056.8089477	24198081.7401321	49895859.7827149	91450548.4370238	89854043.7252489	91618885.4768094	67433578.0324414	80655977.0549955	11679332.8619288	9270881.0251615	59704572.6432012	4828868.36638315	2391210.19569436	1837060.14660455	3020799.91069883	2484341.07454952	34703786.3240659	54194296.774784	21705438.139573	60711565.888023	5739288.89508737	38358034.1876848	9900412.90042957	1405181.04835881	8739896.43818547
23	M127T112	1.4571595248321	2.29011967092666	0.0324423010056338	0.0398120684150207	127.122361227248	127.057731455803	127.135573703722	111.701	69.493	114.157	16	4	8	4	http://metlin.scripps.edu/metabo_list.php?mass_min=125.97&mass_max=126.27	6009530.19985747	2792209.92475247	3978512.10718086	5773171.85939761	1837757.51857862	2412897.76978503	1903414.59676924	2472378.74197649	4568081.26653707	4044712.59035066	3413249.39557482	2878641.88530814	4757483.63675813	2860045.14399906	4412270.19577815	3766959.60370696	3949976.71898167	4113823.50805725	1754745.51164893	5936048.28830996	6017433.39028392	7260382.61026307	7228371.41957769	9616251.48454428	8289504.98430143	3288838.57732279	2443020.36461246	4346242.28949201	1357766.55726113	1383906.40987124	1677536.53179094	1841870.58723604	1460762.29561889	3663915.40599783	4278715.32415804	3990054.11679519	7294999.27618281	5408406.68106624	5628001.26924848	6272576.08879314	2139377.85022184	1766919.96667517
24	M302T423	1.79483997800255	2.280373707469	0.0330414056911259	0.000602823836066762	302.322244006241	302.27505078113	302.352401656418	422.8745	418.361	426.155	42	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=301.17&mass_max=301.47	770932666.279845	495180752.359897	179013502.788046	251435151.106811	105434151.334956	204813043.342314	172809595.288339	116848383.907536	481974733.502332	391292017.032823	445175040.705997	97939681.7458807	586852068.642615	138906142.27359	921177082.41026	565883519.969171	349959579.179209	310224882.006882	83124616.420862	426482089.731442	913295204.927438	701658898.705588	513778090.195038	1339509588.16616	925412948.808022	135224575.916839	259400367.484452	521457721.239943	70065612.7024389	51842134.4741379	42820972.7631719	32258265.7229809	19465760.2410431	141200480.422063	337934455.874922	125012428.867476	336823284.634681	359765484.149749	497076137.416743	161889113.215557	54357151.3173967	68735780.1424321
25	M104T365	2.59259876983789	2.25931733838123	0.0333219274747234	0.000557055147357238	104.204419497234	104.155209871099	104.233976467446	365.302	364.267	366.509	13	4	9	0	http://metlin.scripps.edu/metabo_list.php?mass_min=103.05&mass_max=103.35	4340608.94038928	15965.44051719	2495279.46664854	4278615.41408551	61652.0400225362	30087.732306891	6284955.62549713	157990.315021064	16721.8696642442	85451.9935802284	82554.1455662936	32200.3450463942	88664.5241144532	1106113.07538542	2941228.88422306	1184178.03502845	3464000.82549219	2390994.32859262	128881.840150215	3367931.9739348	6660271.38491029	7669077.91450096	6926933.4099891	8175373.1684033	5002592.38641172	12656.2346033353	6386.58061920071	1528139.20704062	15975.972215645	62059.3176394732	67545.2634705528	90731.4808575346	18343.854872183	595181.491147587	128893.616041166	77093.9038392428	1516392.65535331	124322.057616812	28945.9126835029	131767.157985817	5189.41297934835	91533.6300240822
26	M271T349	1.4577580324664	2.25397813264646	0.033459417175318	0.000132739220483334	271.149995562153	271.078746100085	271.211599691925	348.632	344.566	362.487	12	3	9	0	http://metlin.scripps.edu/metabo_list.php?mass_min=270&mass_max=270.3	9150975.50473381	6137073.69233271	7576173.6540856	10429379.6544501	4732482.95083279	10060643.3440428	12063094.1806011	2960960.99686215	11975564.5130823	4466842.26377953	4047914.46686589	2580441.99124872	4842142.80640221	9113497.6477393	9427261.11744946	9994955.59095468	11338442.9536522	8567990.78148266	6537871.35187361	9116581.43493153	16518148.0415613	15432093.3252461	9877326.39574001	14319103.9182856	16471653.604779	2806590.66150492	3697132.14450728	11870638.3482826	2942724.61792128	1876947.49821455	2403317.69849318	2834436.72726196	2529159.61311723	7072775.59297947	9001582.08201142	3774338.37567467	8990688.20006153	3591978.9527789	5205199.8279151	4515484.51211322	1667275.00467542	2857626.78180432
27	M116T920	1.53434385442139	2.2481078874027	0.0353058440085618	0.00140582594346178	116.128092897176	116.107422607491	116.142411324985	919.675	914.643	921.681	15	5	9	1	http://metlin.scripps.edu/metabo_list.php?mass_min=114.98&mass_max=115.28	2533917.42820963	4615065.85114055	3927174.29810526	3585218.44541645	3565545.42869322	2309313.53306157	2497510.4244983	2457818.44030185	4596067.23851673	7005335.08891212	7217756.93384766	4567976.6805495	9108410.19734639	4404325.43731575	3648451.4247579	6857031.18724387	5852747.98882391	6050019.83439182	1842847.26912581	5148323.24619586	3965310.05995714	11467281.3322687	10009377.4089553	11374621.95561	13341297.3304164	4997074.78248751	4662136.11882669	6513395.57522049	1151437.5473472	939788.145160195	824572.510136695	1083538.770658	702657.137487461	3584603.44476319	1801483.56740294	3637414.92092156	7273356.61176174	4647296.23999056	5721087.5489626	6744339.45741851	969053.219140532	1315043.89893118
28	M303T389	1.86459867617955	2.25254378696086	0.0360476460969781	0.00300226682383631	303.158165501618	303.085747473508	303.296897742332	388.7365	370.718	425.028	52	14	14	12	http://metlin.scripps.edu/metabo_list.php?mass_min=302.01&mass_max=302.31	26923999.3436694	36841546.9234458	109536904.301489	195156931.6775	55936182.6051973	82674233.3018057	70747625.5302841	56980528.6276735	98617941.3524638	96967778.2548286	18467913.4038607	46766338.6937564	34913778.0425552	46850311.766086	32978212.4958059	47808631.738947	90792698.244121	220721381.433865	73559126.4113386	174086913.752006	54278100.8982554	291479582.625894	133874468.87139	295134372.783959	176690221.271668	43249657.3344941	71599836.2584895	116172004.978844	35242779.8415459	18420546.8834936	10879763.3490092	83380476.379593	18242274.2331262	102871853.854092	64632836.540916	79830437.4295846	47355354.5489438	118105207.02368	28061997.9859174	33759744.0834914	15407200.9857715	8583945.57386335
29	M88T922	1.46749440027314	2.21685978524421	0.0364621602254895	0.00176491629615873	88.3130089021425	88.27648387241	88.33236943658	921.868	916.041	932.701	25	8	13	4	http://metlin.scripps.edu/metabo_list.php?mass_min=87.16&mass_max=87.46	1871520.19533155	4542389.99598327	3115489.76713845	2890914.79426492	3063138.45816873	2038812.53691854	2160094.11477123	2086024.48039389	4358029.48176204	5949812.08077222	6940807.72318063	3770904.54745673	7125808.07970341	3491652.59182236	3571289.75571318	5934241.68186299	5040201.8011826	5236640.73266905	1520163.65749977	4531158.80831862	4251988.94890727	8862893.82301981	5705417.1087715	8813260.20081507	10934977.6073137	4460615.10133593	4235318.47990076	5273956.04599586	949599.425263813	786963.992821406	799143.06221517	901922.783969845	441124.986699991	2813350.27330202	1442028.98279314	3618390.09541312	6039264.93635065	3536427.33792137	5585797.10608054	6244827.94691075	478778.101122229	1053054.44479766
30	M411T346	1.61074897648889	2.18811638798927	0.0388613054692675	0.0026693225924502	411.239199313774	411.176113650471	411.281445277158	346.264	344.16	356.488	25	8	12	5	http://metlin.scripps.edu/metabo_list.php?mass_min=410.09&mass_max=410.39	32324145.1136314	13543215.3073757	17132267.8332053	31193346.4983597	7636478.35142556	24162400.6767177	31724205.6308274	3495068.76311714	27837519.5977326	5310638.91098578	6573315.61584396	5413687.39245605	22010805.7726215	26657714.4187786	31013474.5075073	17883285.8333516	23664545.1671464	23945599.4840424	17410658.4384933	32627788.83125	61528070.4153047	44779402.2440907	40165157.4601743	27566176.933391	41699614.1558575	5391935.54636106	5228069.07728973	37861065.9144176	3321054.03248332	2684717.29132914	2320087.10076877	3538803.5877285	5330006.47387531	21357998.4700111	35539643.1116381	14216315.814475	32296082.3188102	4547821.2080891	18824874.9556796	9386420.47856273	1962049.05822842	6250954.92151685
